Provider,Claims_InscClaimAmtReimbursed_count,Claims_InscClaimAmtReimbursed_sum,Claims_InscClaimAmtReimbursed_mean,Claims_InscClaimAmtReimbursed_std,Claims_InscClaimAmtReimbursed_max,Claims_InscClaimAmtReimbursed_min,Claims_DeductibleAmtPaid_sum,Claims_DeductibleAmtPaid_mean,Claims_DeductibleAmtPaid_std,Claims_ClaimDuration_mean,Claims_ClaimDuration_std,Claims_ClaimDuration_max,Claims_ReimbursementPerDay_mean,Claims_ReimbursementPerDay_std,Claims_ClaimType_<lambda>,Claims_IsWeekendClaim_mean,Claims_IsHighCostClaim_mean,Beneficiary_Age_mean,Beneficiary_Age_std,Beneficiary_Age_min,Beneficiary_Age_max,Beneficiary_TotalChronicConditions_mean,Beneficiary_TotalChronicConditions_sum,Beneficiary_TotalChronicConditions_std,Beneficiary_TotalAnnualReimbursement_mean,Beneficiary_TotalAnnualReimbursement_sum,Beneficiary_TotalAnnualDeductible_mean,Beneficiary_TotalAnnualDeductible_sum,Beneficiary_IsDeceased_mean,Beneficiary_Gender_<lambda>,Beneficiary_Race_nunique,UniquePhysicians_Count,UniqueBeneficiaries_Count,TotalClaims_Count,ClaimTimeSpan_Days,PotentialFraud,Avg_Reimbursement_per_Beneficiary,Claims_per_Beneficiary,Reimbursement_per_Claim
PRV52011,26,7070,271.9230769230769,362.3812272264581,1200,0,0.0,0.0,0.0,1.5769230769230769,2.9417420270727606,16,271.5625,362.65683029897565,0.0,0.23076923076923078,0.34615384615384615,70.8695652173913,17.955258403816583,31,95,17.434782608695652,401,2.51948925120877,4420.0,101660,673.8260869565217,15498,0.0,0.30434782608695654,2,8,23,26,338,0,307.39130434782606,1.1304347826086956,271.9230769230769
PRV52012,1,8000,8000.0,714.121955497346,8000,8000,1068.0,1068.0,16.145847942957392,9.0,4.655495467967826,9,888.8888888888889,511.57051709963656,1.0,0.0,1.0,95.0,12.648275880536186,95,95,15.0,15,2.3106668488879367,29010.0,29010,3748.0,3748,0.0,1.0,1,1,1,1,0,0,8000.0,1.0,8000.0
PRV52013,62,14210,229.19354838709677,535.9297066309141,3200,0,200.0,3.225806451612903,15.761978900099148,2.3548387096774195,4.7012268164933655,21,134.8783922171019,223.76531072072734,0.0,0.3225806451612903,0.1774193548387097,75.14285714285714,10.65052891802873,38,100,17.625,987,2.212053755717029,5221.785714285715,292420,1155.892857142857,64730,0.0,0.5357142857142857,3,15,56,62,338,0,253.75,1.1071428571428572,229.19354838709677
PRV52014,351,93890,267.4928774928775,538.7700111820675,3300,0,950.0,2.7065527065527064,16.727118693800783,2.5242165242165244,4.8672503706020915,21,177.9302130703589,352.56689108828215,0.0,0.27635327635327633,0.18518518518518517,72.86622073578596,12.094794602414801,29,100,17.732441471571907,5302,2.308864823001075,6553.311036789298,1959440,1096.1672240802675,327754,0.006688963210702341,0.451505016722408,4,113,299,351,362,0,314.0133779264214,1.173913043478261,267.4928774928775
PRV52017,280,304770,1088.4642857142858,3495.489587156146,32000,0,23248.0,83.62589928057554,282.42100006243186,3.3607142857142858,5.740058526652926,21,361.10865289006045,884.8928089362555,0.08214285714285714,0.30357142857142855,0.24642857142857144,73.29770992366412,13.483462074880057,26,100,17.419847328244273,4564,2.1653990933098255,7300.229007633588,1912660,1143.1068702290077,299494,0.003816793893129771,0.4083969465648855,4,48,262,280,382,0,1163.2442748091603,1.0687022900763359,1088.4642857142858
PRV52019,1961,5996050,3057.6491585925546,7675.095893259247,98000,0,539426.0,277.05495634309193,466.44987807507727,3.493625701172871,5.1731336140100135,37,715.1016543447405,1897.1670931248686,0.2631310555838858,0.29117797042325344,0.39265680775114736,73.36332179930795,12.99995799332812,26,100,17.391003460207614,30156,2.38901356967899,9427.041522491349,16346490,1354.5236447520185,2348744,0.00922722029988466,0.4302191464821223,4,643,1734,1961,395,1,3457.929642445213,1.1309111880046137,3057.6491585925546
PRV52020,606,1164820,1922.145214521452,5843.781325805801,57000,0,97360.0,161.19205298013244,379.96181557704915,2.9504950495049505,4.834195489997548,21,508.60371095017285,1156.5978007803346,0.15181518151815182,0.3102310231023102,0.29207920792079206,74.14558058925476,12.693896938978204,26,100,17.48353552859619,10088,2.273066023018885,8245.979202772964,4757930,1205.6117850953206,695638,0.01559792027729636,0.38648180242634317,4,93,577,606,375,1,2018.7521663778164,1.050259965337955,1922.145214521452
PRV52021,613,1951850,3184.094616639478,7703.435001419719,82000,0,193530.0,316.22549019607845,485.858446720184,3.9543230016313213,5.665617123688424,35,718.1788543665576,1382.4329146489185,0.29526916802610115,0.265905383360522,0.4371941272430669,74.25614035087719,12.213867734742271,28,100,17.34561403508772,9887,2.3517237573927825,8626.807017543859,4917280,1359.6105263157895,774978,0.0035087719298245615,0.4543859649122807,4,128,570,613,383,1,3424.2982456140353,1.075438596491228,3184.094616639478
PRV52022,66,17770,269.24242424242425,414.31801463298365,2100,0,70.0,1.0606060606060606,8.616404368553292,3.0454545454545454,5.85052744021181,21,215.56661856661856,356.4001361580404,0.0,0.24242424242424243,0.24242424242424243,73.3030303030303,15.736258666844444,27,99,17.348484848484848,1145,2.408270520470427,7100.151515151515,468610,1263.8484848484848,83414,0.0,0.3939393939393939,4,21,66,66,380,0,269.24242424242425,1.0,269.24242424242425
PRV52024,2,2100,1050.0,919.2388155425118,1700,400,30.0,15.0,21.213203435596427,2.0,1.4142135623730951,3,483.3333333333333,117.8511301977579,0.0,0.0,1.0,79.5,4.949747468305833,76,83,15.5,31,2.1213203435596424,19265.0,38530,1668.0,3336,0.0,0.0,1,1,2,2,35,0,1050.0,1.0,1050.0
PRV52025,119,35190,295.7142857142857,628.0769296351773,3300,0,290.0,2.436974789915966,15.236351856306998,1.8739495798319328,3.5903699395077675,21,246.20371785077668,552.7948650871965,0.0,0.31092436974789917,0.16806722689075632,71.1880341880342,13.14241070098266,28,98,17.384615384615383,2034,2.441897770482092,6303.247863247863,737480,1105.3333333333333,129324,0.017094017094017096,0.47863247863247865,4,42,117,119,361,0,300.7692307692308,1.017094017094017,295.7142857142857
PRV52026,24,6960,290.0,701.2659360353091,3300,0,0.0,0.0,0.0,3.5833333333333335,6.20600457247843,21,95.30257936507935,145.60065300924057,0.0,0.20833333333333334,0.125,69.56521739130434,14.077144877607049,32,100,17.304347826086957,398,2.1412566957639974,7619.565217391304,175250,1433.7391304347825,32976,0.0,0.391304347826087,3,11,23,24,352,0,302.60869565217394,1.0434782608695652,290.0
PRV52027,181,402620,2224.4198895027625,5492.758194046857,51000,0,48430.0,269.05555555555554,462.7053036368354,3.022099447513812,4.653500237103455,28,557.9863552653608,1082.6762255595177,0.2541436464088398,0.2983425414364641,0.32044198895027626,72.49720670391062,13.703265542770644,29,99,17.51396648044693,3135,2.291551512828978,8080.2793296089385,1446370,1272.6703910614526,227808,0.0,0.3128491620111732,4,89,179,181,370,0,2249.27374301676,1.011173184357542,2224.4198895027625
PRV52028,18,69530,3862.777777777778,11018.856995039194,46000,10,4442.0,246.77777777777777,452.49693603844764,1.7777777777777777,1.8005082797253325,7,829.7089947089947,1574.1311632997463,0.2222222222222222,0.2777777777777778,0.4444444444444444,71.33333333333333,9.449556478854381,51,87,17.555555555555557,316,1.8856180831641265,8335.555555555555,150040,819.7777777777778,14756,0.0,0.3888888888888889,3,9,18,18,330,0,3862.777777777778,1.0,3862.777777777778
PRV52029,168,166610,991.7261904761905,3759.7805384137137,35000,0,12148.0,72.30952380952381,264.70464734854124,2.630952380952381,4.7064225754596976,21,348.5248370181406,896.7737185040112,0.06547619047619048,0.25595238095238093,0.23214285714285715,74.14465408805032,12.449308088133188,30,99,17.41509433962264,2769,2.350065678566314,8549.245283018869,1359330,1323.119496855346,210376,0.012578616352201259,0.48427672955974843,4,63,159,168,382,0,1047.861635220126,1.0566037735849056,991.7261904761905
PRV52030,2275,681360,299.4989010989011,916.8658683565868,28000,0,9732.0,4.277802197802198,46.78993846644261,2.3085714285714287,4.497403866441352,36,222.42561230262044,500.2857836295873,0.0017582417582417582,0.28703296703296705,0.189010989010989,74.33248515691264,12.45609150037087,26,100,17.80916030534351,20997,2.3616310923925905,5582.205258693808,6581420,936.724342663274,1104398,0.009329940627650551,0.4402035623409669,4,20,1179,2275,379,1,577.9134860050891,1.9296013570822732,299.4989010989011
PRV52031,125,37770,302.16,1056.922330591622,11000,0,1108.0,8.864,95.56296218690318,1.808,3.6182690568477534,21,211.81047619047618,576.218278680137,0.008,0.304,0.184,73.05357142857143,10.65413618087444,39,98,17.714285714285715,1984,2.1578625202664456,7674.196428571428,859510,1066.5714285714287,119456,0.0,0.48214285714285715,4,49,112,125,361,0,337.23214285714283,1.1160714285714286,302.16
PRV52032,627,698640,1114.2583732057417,3321.6751447127517,26000,0,60340.0,96.38977635782747,302.1331121067497,2.4896331738437003,4.272036015561989,24,403.3236809130311,875.9974244794462,0.08931419457735247,0.2743221690590112,0.26156299840510366,74.53697183098592,12.763706786033593,26,100,17.463028169014084,9919,2.2298375829802994,7835.792253521126,4450730,1269.0739436619717,720834,0.00528169014084507,0.43661971830985913,4,103,568,627,380,1,1230.0,1.1038732394366197,1114.2583732057417
PRV52037,171,52660,307.953216374269,632.6405150856442,3300,0,320.0,1.871345029239766,11.427821981422271,2.538011695906433,5.022597713145829,21,212.61615577405053,487.13349686191344,0.0,0.34502923976608185,0.16374269005847952,72.52830188679245,12.805166738446903,33,97,17.628930817610062,2803,2.203430751682927,6516.100628930818,1036060,1129.9748427672955,179666,0.006289308176100629,0.4591194968553459,4,86,159,171,366,0,331.1949685534591,1.0754716981132075,307.953216374269
PRV52038,259,240630,929.073359073359,2470.672614697504,18000,0,23618.0,91.54263565891473,291.87939270731295,2.5096525096525095,4.356553411898036,21,401.55373819659536,1188.0601886574477,0.08494208494208494,0.26640926640926643,0.2277992277992278,72.88018433179724,13.872582337351803,31,100,17.64516129032258,3829,2.389868099718095,7331.290322580645,1590890,1217.2903225806451,264152,0.018433179723502304,0.3870967741935484,4,85,217,259,361,0,1108.89400921659,1.1935483870967742,929.073359073359
PRV52039,50,10170,203.4,308.9522121425174,1400,0,0.0,0.0,0.0,1.52,2.4179600104726497,15,179.54545454545456,283.1757769344277,0.0,0.42,0.14,72.1086956521739,14.390163709777696,27,96,17.58695652173913,809,1.8687617642174097,6313.695652173913,290430,986.8695652173913,45396,0.0,0.41304347826086957,4,9,46,50,351,0,221.08695652173913,1.0869565217391304,203.4
PRV52041,1885,604980,320.9442970822281,650.4193972590156,6060,0,5490.0,2.9124668435013263,16.039868008395203,2.4450928381962864,4.75869787565227,21,239.9360222269776,524.1036029512883,0.0,0.29814323607427057,0.20636604774535808,74.020697167756,12.148957652099664,26,100,17.93681917211329,16466,2.307433228648276,5257.984749455338,4826830,854.9651416122005,784858,0.0054466230936819175,0.42483660130718953,4,8,918,1885,378,1,659.0196078431372,2.053376906318083,320.9442970822281
PRV52042,52,27720,533.0769230769231,1286.096904929321,9000,0,1068.0,20.53846153846154,148.1049523921362,1.25,1.1861124504439027,9,393.4188034188034,537.6945346075086,0.019230769230769232,0.3076923076923077,0.36538461538461536,75.48,12.720287507981661,29,98,17.64,882,2.5932408216715386,5964.8,298240,995.64,49782,0.0,0.36,4,16,50,52,355,0,554.4,1.04,533.0769230769231
PRV52044,79,408830,5175.06329113924,7935.561776022607,48000,0,45924.0,581.3164556962025,535.2983243087817,4.8734177215189876,5.149974081606663,21,1043.0981893509816,1643.6725126756778,0.5443037974683544,0.2911392405063291,0.620253164556962,75.94666666666667,12.894471194561932,27,98,17.093333333333334,1282,2.2189194675795707,12458.533333333333,934390,1748.08,131106,0.013333333333333334,0.37333333333333335,4,39,75,79,376,0,5451.066666666667,1.0533333333333332,5175.06329113924
PRV52045,243,577030,2374.6090534979426,7154.26383812741,82000,0,49598.0,204.10699588477365,418.4845999620546,3.0411522633744856,4.880213244462869,36,555.0656350964992,1067.0143692429117,0.18930041152263374,0.30864197530864196,0.3333333333333333,74.16883116883118,12.782531487799645,26,100,17.424242424242426,4025,2.3905831946494103,8137.1861471861475,1879690,1233.5064935064936,284940,0.012987012987012988,0.42424242424242425,4,128,231,243,359,1,2497.965367965368,1.051948051948052,2374.6090534979426
PRV52046,101,28190,279.1089108910891,477.8851305698912,2400,0,290.0,2.871287128712871,14.514588086705482,2.5742574257425743,4.881283713642274,21,215.1195372284481,364.83919888237205,0.0,0.297029702970297,0.19801980198019803,76.45918367346938,10.309807529023223,43,97,17.112244897959183,1677,2.385016168702783,7848.163265306122,769120,1532.6734693877552,150202,0.01020408163265306,0.3979591836734694,4,42,98,101,372,0,287.6530612244898,1.030612244897959,279.1089108910891
PRV52047,24,148550,6189.583333333333,10544.453097396205,50000,0,16020.0,667.5,528.1637591900254,5.75,4.971658808119059,17,1133.0549842314547,1238.1479710194528,0.625,0.4166666666666667,0.6666666666666666,67.19047619047619,15.164494873285586,36,91,16.38095238095238,344,2.036570413125715,9282.380952380952,194930,1302.6666666666667,27356,0.0,0.3333333333333333,2,3,21,24,321,0,7073.809523809524,1.1428571428571428,6189.583333333333
PRV52048,108,38820,359.44444444444446,712.2293987971174,3300,0,250.0,2.314814814814815,14.049743502596426,3.037037037037037,5.549986824815423,21,255.95917842445618,607.7370876675611,0.0,0.4074074074074074,0.26851851851851855,74.94897959183673,11.874231346998991,27,100,17.255102040816325,1691,2.230580454666017,6820.0,668360,1254.265306122449,122918,0.0,0.3469387755102041,4,65,98,108,366,0,396.1224489795918,1.1020408163265305,359.44444444444446
PRV52049,192,55850,290.8854166666667,584.3031804613147,3300,0,690.0,3.59375,15.856079234511267,2.8125,5.470171374747771,21,186.88047280878163,438.0812464694042,0.0,0.2552083333333333,0.18229166666666666,73.83597883597884,13.758926569321288,36,100,17.50793650793651,3309,2.2517582908035743,5994.074074074074,1132880,1075.0582010582011,203186,0.0,0.43386243386243384,4,75,189,192,368,0,295.5026455026455,1.0158730158730158,290.8854166666667
PRV52051,89,35290,396.5168539325843,734.0672825299455,3300,0,120.0,1.348314606741573,7.259947914281457,2.056179775280899,4.101993834936742,21,334.2124130551097,647.4377029594178,0.0,0.33707865168539325,0.2247191011235955,71.82954545454545,14.320005771935115,27,96,17.852272727272727,1571,2.489240168087455,6170.568181818182,543010,1026.159090909091,90302,0.0,0.375,3,41,88,89,359,0,401.02272727272725,1.0113636363636365,396.5168539325843
PRV52052,58,48580,837.5862068965517,2516.3635070187165,17000,0,5430.0,93.62068965517241,302.01834657797116,2.0344827586206895,3.281877496678736,21,333.7848932676519,709.2644529001724,0.08620689655172414,0.3620689655172414,0.1896551724137931,72.78571428571429,14.242975028495195,27,99,17.732142857142858,993,2.2032296247147687,6911.428571428572,387040,1289.0357142857142,72186,0.017857142857142856,0.2857142857142857,4,12,56,58,366,0,867.5,1.0357142857142858,837.5862068965517
PRV52054,240,78490,327.0416666666667,691.2864715183739,3300,0,670.0,2.7916666666666665,17.04407077769377,2.566666666666667,4.902792873836076,21,216.59303168236994,474.0506595785528,0.0,0.26666666666666666,0.19166666666666668,74.77586206896552,12.57709469400352,27,99,17.79741379310345,4129,2.308912197044691,6781.336206896552,1573270,1163.7844827586207,269998,0.008620689655172414,0.41379310344827586,4,121,232,240,364,0,338.3189655172414,1.0344827586206897,327.0416666666667
PRV52055,203,51010,251.2807881773399,505.19218475741485,3300,0,640.0,3.1527093596059115,14.988818606450948,2.6206896551724137,5.067755329184372,21,187.84005485483317,402.92242795337745,0.0,0.31527093596059114,0.17733990147783252,73.67567567567568,12.171236426057796,26,99,17.91216216216216,2651,2.3616236028528665,4972.7027027027025,735960,835.6621621621622,123678,0.013513513513513514,0.40540540540540543,4,35,148,203,369,0,344.6621621621622,1.3716216216216217,251.2807881773399
PRV52056,60,17280,288.0,446.1693833557697,1800,0,490.0,8.166666666666666,32.960771067718234,3.0,5.611731054115905,21,215.40361319966584,350.1200910642578,0.0,0.38333333333333336,0.21666666666666667,74.13461538461539,12.327283380187419,41,99,17.653846153846153,918,2.1317820528762566,6751.538461538462,351080,1330.923076923077,69208,0.0,0.38461538461538464,3,13,52,60,352,0,332.3076923076923,1.1538461538461537,288.0
PRV52057,185,173770,939.2972972972973,5521.495351493899,57000,0,9962.0,54.141304347826086,230.85443957979072,2.372972972972973,4.44487055667203,21,205.3800283800284,460.07998105694224,0.05405405405405406,0.2918918918918919,0.14594594594594595,72.08536585365853,14.437681797766247,26,99,17.847560975609756,2927,2.2554487866914634,8563.90243902439,1404480,1143.9024390243903,187600,0.012195121951219513,0.39634146341463417,4,48,164,185,371,0,1059.5731707317073,1.1280487804878048,939.2972972972973
PRV52058,204,55450,271.8137254901961,572.485846068367,3300,0,610.0,2.9901960784313726,13.767238256907142,3.176470588235294,5.758543474687814,21,196.91244553376907,453.7953074842136,0.0,0.3088235294117647,0.1715686274509804,73.7035175879397,12.028062208576076,27,98,17.507537688442213,3484,2.514341383597179,6305.929648241206,1254880,1111.2462311557788,221138,0.0,0.41708542713567837,4,70,199,204,383,0,278.643216080402,1.0251256281407035,271.8137254901961
PRV52059,1287,540810,420.2097902097902,1915.3029563859561,41000,0,17854.0,13.872571872571873,107.75213154313707,2.473970473970474,4.810634765951639,36,250.96457200760264,676.7799188152836,0.010101010101010102,0.29215229215229216,0.20745920745920746,74.43953488372092,11.754870825668435,32,100,17.976744186046513,7730,2.272654631028616,6225.372093023256,2676910,928.4976744186047,399254,0.004651162790697674,0.4325581395348837,4,17,430,1287,384,1,1257.6976744186047,2.9930232558139536,420.2097902097902
PRV52061,131,31790,242.67175572519085,454.52227571286465,3300,0,330.0,2.519083969465649,12.910550929696205,2.3969465648854964,4.681681797278503,21,201.39045856603107,420.495875956183,0.0,0.37404580152671757,0.19083969465648856,73.29752066115702,13.535536332249743,36,100,17.619834710743802,2132,2.6212471533829955,5285.454545454545,639540,958.3140495867768,115956,0.008264462809917356,0.36363636363636365,4,50,121,131,379,0,262.72727272727275,1.0826446280991735,242.67175572519085
PRV52062,184,56860,309.0217391304348,605.2025082793033,3300,0,240.0,1.3043478260869565,9.775333214937246,2.0706521739130435,4.107890263124739,21,252.51602398205657,528.4682564107328,0.0,0.34782608695652173,0.22282608695652173,74.43646408839778,11.939783949519486,38,100,17.29281767955801,3130,2.3705140827623423,6170.883977900552,1116930,1109.9337016574586,200898,0.0,0.430939226519337,4,70,181,184,357,0,314.1436464088398,1.0165745856353592,309.0217391304348
PRV52063,792,1116210,1409.3560606060605,4486.64882325324,50000,0,93488.0,118.33924050632912,332.3446015804618,2.928030303030303,4.951968759828968,36,431.70051460431364,1215.5461490090834,0.1111111111111111,0.2828282828282828,0.2727272727272727,73.73626373626374,13.18503187428631,27,100,17.548076923076923,12775,2.319796185757645,7289.038461538462,5306420,1178.8186813186812,858180,0.006868131868131868,0.4107142857142857,4,142,728,792,377,0,1533.2554945054944,1.0879120879120878,1409.3560606060605
PRV52064,2844,1119680,393.69901547116734,1417.983399403501,31000,0,47956.0,16.868097080548715,121.63581494184854,2.532700421940928,4.807514008970826,21,231.2143158115557,508.7123298330263,0.013361462728551337,0.270042194092827,0.20569620253164558,73.59309895833333,12.983544755931971,26,100,17.675130208333332,27149,2.337471276830035,5960.1953125,9154860,1015.86328125,1560366,0.009765625,0.4361979166666667,4,65,1536,2844,384,1,728.9583333333334,1.8515625,393.69901547116734
PRV52065,325,1250280,3847.0153846153844,7687.253439772457,69000,0,123470.0,381.08024691358025,510.49627378941756,3.624615384615385,4.762314471588978,21,897.5769099176339,1537.4009712152242,0.3569230769230769,0.3261538461538461,0.4646153846153846,74.10126582278481,12.482973736784075,27,100,17.104430379746834,5405,2.403406179114197,13047.531645569621,4123020,1538.006329113924,486010,0.006329113924050633,0.3829113924050633,4,131,316,325,381,1,3956.5822784810125,1.0284810126582278,3847.0153846153844
PRV52066,1455,386530,265.65635738831617,531.0299536534931,4300,0,4350.0,2.9896907216494846,17.246789573484083,2.3402061855670104,4.450754378521232,21,211.72808690953818,461.8672643663775,0.0,0.30515463917525776,0.18762886597938144,74.12539682539682,12.326706156124967,27,100,17.614285714285714,11097,2.3437741595393455,6401.428571428572,4032900,943.1174603174603,594164,0.0031746031746031746,0.4095238095238095,4,3,630,1455,380,1,613.5396825396825,2.3095238095238093,265.65635738831617
PRV52068,48,13080,272.5,373.588122276904,1700,0,420.0,8.75,27.41524657340968,1.7708333333333333,2.4688664237742217,15,184.2534722222222,219.1404900086007,0.0,0.1875,0.22916666666666666,76.10416666666667,12.202614967978688,47,100,18.395833333333332,883,2.1707884961542105,4518.958333333333,216910,764.875,36714,0.0,0.5,3,25,48,48,351,0,272.5,1.0,272.5
PRV52069,88,22280,253.1818181818182,523.4622700552245,3200,0,280.0,3.1818181818181817,15.353718673858374,2.897727272727273,4.973584874059911,21,146.24521571714084,218.37851853358416,0.0,0.20454545454545456,0.18181818181818182,75.6547619047619,13.177649979369315,27,100,16.916666666666668,1421,2.339850336750959,7739.047619047619,650080,1140.1904761904761,95776,0.0,0.4642857142857143,4,42,84,88,365,0,265.23809523809524,1.0476190476190477,253.1818181818182
PRV52071,749,259850,346.92923898531376,845.7940429962854,14030,0,1960.0,2.616822429906542,15.052094389304195,2.520694259012016,4.9121873482286915,21,258.37301832189183,754.9828604365458,0.0,0.29506008010680906,0.21228304405874499,74.03048780487805,12.916539325242024,27,99,17.79268292682927,5836,2.2746458130878606,5768.8109756097565,1892170,1030.780487804878,338096,0.012195121951219513,0.42378048780487804,4,29,328,749,368,0,792.2256097560976,2.283536585365854,346.92923898531376
PRV52072,132,421030,3189.621212121212,6420.993051220458,43000,0,40604.0,314.7596899224806,488.64936264401615,3.1666666666666665,4.250130966399995,22,669.3362760976397,995.4010303104266,0.3106060606060606,0.3333333333333333,0.4166666666666667,74.66935483870968,11.165948362428304,26,98,17.491935483870968,2169,2.397478240673524,11889.91935483871,1474350,1556.758064516129,193038,0.0,0.4032258064516129,4,47,124,132,368,0,3395.4032258064517,1.064516129032258,3189.621212121212
PRV52073,64,359250,5613.28125,10827.25310027528,56000,0,29904.0,467.25,534.0,4.125,4.815649093370093,21,1179.4109623015872,2110.7340492099797,0.4375,0.328125,0.5625,74.66666666666667,11.026361374510195,30,98,17.03174603174603,1073,1.9341435878266053,12273.333333333334,773220,1687.3968253968253,106306,0.0,0.4603174603174603,3,14,63,64,349,0,5702.380952380952,1.0158730158730158,5613.28125
PRV52074,141,161600,1146.099290780142,4279.781999296166,33000,0,11918.0,84.52482269503547,287.2280970528048,2.3617021276595747,4.088794086532956,21,399.16424631318245,1501.9291184899112,0.07801418439716312,0.3049645390070922,0.2127659574468085,73.23134328358209,13.666772272465641,28,100,17.880597014925375,2396,2.3106317728633132,8962.611940298508,1200990,1075.1492537313434,144070,0.014925373134328358,0.4701492537313433,4,49,134,141,359,0,1205.9701492537313,1.0522388059701493,1146.099290780142
PRV52075,5,1220,244.0,283.24900705915985,600,10,0.0,0.0,0.0,5.0,8.944271909999157,21,148.76190476190476,254.22252648127298,0.0,0.4,0.4,62.6,20.863844324572593,41,88,18.8,94,0.8366600265340757,7114.0,35570,1128.8,5644,0.4,0.4,3,4,5,5,284,0,244.0,1.0,244.0
PRV52076,221,554060,2507.0588235294117,5739.425528837314,46000,0,59050.0,268.40909090909093,462.77435738494734,3.9004524886877827,5.614028676106093,21,720.4351125310878,1923.6530545206463,0.25339366515837103,0.31221719457013575,0.3665158371040724,74.34673366834171,12.062353861968045,29,98,17.281407035175878,3439,2.162865203622539,10074.020100502512,2004730,1428.9246231155778,284356,0.005025125628140704,0.4321608040201005,4,96,199,221,382,0,2784.221105527638,1.1105527638190955,2507.0588235294117
PRV52077,1156,1364150,1180.060553633218,4959.014276419531,112000,0,112534.0,97.43203463203463,304.1736759529614,2.73961937716263,4.827287644442472,36,360.6617033440582,819.7268510631623,0.08996539792387544,0.2984429065743945,0.24394463667820068,74.68489208633093,12.463548659883012,27,100,17.784172661870503,12360,2.2900693706318815,5424.906474820144,3770310,968.6561151079137,673216,0.014388489208633094,0.43884892086330934,4,12,695,1156,384,1,1962.8057553956835,1.6633093525179856,1180.060553633218
PRV52079,33,45100,1366.6666666666667,3076.849714670293,15000,10,7476.0,226.54545454545453,443.3788652854555,4.363636363636363,6.895733199858907,23,442.9134512830165,959.6756909607617,0.21212121212121213,0.18181818181818182,0.3333333333333333,72.51612903225806,12.857866509759528,38,89,17.193548387096776,533,2.301004923052965,6839.677419354839,212030,1381.741935483871,42834,0.0,0.3225806451612903,3,22,31,33,344,0,1454.8387096774193,1.064516129032258,1366.6666666666667
PRV52081,24,28270,1177.9166666666667,2190.81676087028,9000,20,3204.0,133.5,360.8045357856221,2.625,3.1734290875822393,13,397.02991452991455,524.966322925762,0.125,0.375,0.4166666666666667,76.625,13.30515591464615,32,96,17.708333333333332,425,2.0103896803024695,9154.166666666666,219700,1431.9166666666667,34366,0.0,0.4166666666666667,3,17,24,24,357,0,1177.9166666666667,1.0,1177.9166666666667
PRV52082,8,880,110.0,131.4751470267833,400,20,0.0,0.0,0.0,1.0,0.0,1,110.0,131.4751470267833,0.0,0.25,0.125,80.75,12.232859728732983,60,97,16.875,135,2.6423744732991308,5352.5,42820,1100.25,8802,0.0,0.25,1,5,8,8,342,0,110.0,1.0,110.0
PRV52084,34,107750,3169.1176470588234,5557.616323376504,21000,0,10700.0,314.70588235294116,493.57345892814044,2.9705882352941178,3.528973531913821,17,684.9571593343219,952.9701239484154,0.29411764705882354,0.20588235294117646,0.4117647058823529,73.125,13.535496940244006,37,90,17.125,548,2.136472824314004,9070.3125,290250,1498.375,47948,0.03125,0.40625,4,22,32,34,349,0,3367.1875,1.0625,3169.1176470588234
PRV52085,824,240620,292.0145631067961,801.3969090675309,12060,0,2530.0,3.070388349514563,18.65241043178683,2.4526699029126213,4.686548332065857,21,222.24258892005892,641.1932992654605,0.0,0.29004854368932037,0.17475728155339806,73.73092369477912,12.736603415821568,26,100,17.70281124497992,13224,2.2929031717323816,6522.409638554217,4872240,1102.4658634538152,823542,0.004016064257028112,0.4243641231593039,4,144,747,824,369,0,322.1151271753681,1.1030789825970548,292.0145631067961
PRV52087,56,20350,363.39285714285717,636.6225563242156,3000,0,2376.0,42.42857142857143,199.9926232405819,2.4464285714285716,4.475873273277692,21,248.4001600640256,429.91546555878466,0.03571428571428571,0.3392857142857143,0.25,75.18181818181819,14.404896982708777,29,100,17.477272727272727,769,2.107446778424088,4099.545454545455,180380,1107.1818181818182,48716,0.0,0.45454545454545453,4,23,44,56,352,0,462.5,1.2727272727272727,363.39285714285717
PRV52088,44,24990,567.9545454545455,2697.7885685643587,18000,0,1268.0,28.818181818181817,163.11520721417827,1.9545454545454546,3.9174893802533095,21,245.4978354978355,688.4408268527385,0.022727272727272728,0.38636363636363635,0.1590909090909091,76.0,10.781120449171086,46,99,17.59090909090909,774,2.116581071776795,7205.0,317020,1193.7727272727273,52526,0.0,0.4318181818181818,3,10,44,44,336,0,567.9545454545455,1.0,567.9545454545455
PRV52089,145,221580,1528.1379310344828,5352.218774879839,49000,0,16650.0,114.82758620689656,325.4674063052241,2.7517241379310344,5.024289660244353,21,540.3322386425834,1635.4880533325052,0.10344827586206896,0.2,0.3103448275862069,76.53921568627452,12.169326452579638,35,100,17.57843137254902,1793,2.177455479804528,7727.64705882353,788220,1120.0,114240,0.029411764705882353,0.4019607843137255,4,19,102,145,359,1,2172.3529411764707,1.4215686274509804,1528.1379310344828
PRV52090,303,98250,324.25742574257424,612.5405998729301,5700,0,420.0,1.386138613861386,10.644437309522369,2.557755775577558,4.833910046484927,21,239.85129703446535,426.4128428078206,0.0,0.2871287128712871,0.22772277227722773,74.63799283154121,12.385364604582204,33,100,17.508960573476703,4885,2.380774010049918,5729.247311827957,1598460,961.7992831541219,268342,0.007168458781362007,0.4659498207885305,4,47,279,303,380,0,352.1505376344086,1.086021505376344,324.25742574257424
